,110029,161820,000985.CSI,399373.SZ,399372.SZ,399375.SZ,399374.SZ,399377.SZ,399376.SZ
日期,基金A,基金B,基金A基准,大盘价值,大盘成长,中盘价值,中盘成长,小盘价值,小盘成长
2016/9/23,3.8947 ,1.3590 ,4790.9012 ,5709.6660,3590.5510,5491.7830,4422.8510,6353.5610,6785.9460
2016/9/26,3.8322 ,1.3602 ,4699.2484 ,5636.9400,3528.2370,5393.8180,4327.3450,6253.5560,6661.4660
2016/9/27,3.8545 ,1.3602 ,4730.5014 ,5667.2750,3558.5160,5433.6610,4360.4260,6306.9490,6714.1610
2016/9/28,3.8453 ,1.3602 ,4720.9913 ,5649.4910,3553.9410,5416.5410,4348.3730,6301.7570,6723.9560
2016/9/29,3.8481 ,1.3602 ,4738.0113 ,5673.6880,3576.8400,5439.3540,4357.7880,6318.4760,6738.7750
2016/9/30,3.8625 ,1.3602 ,4757.4047 ,5683.2730,3593.5670,5455.8290,4375.6250,6345.4410,6777.0840
2016/10/10,3.9585 ,1.3626 ,4837.6447 ,5737.4580,3628.9240,5538.5880,4474.7620,6449.8630,6910.5410
2016/10/11,3.9652 ,1.3639 ,4864.4438 ,5744.4640,3640.7290,5572.4100,4491.8850,6492.1900,6947.0570
2016/10/12,3.9646 ,1.3639 ,4862.1479 ,5728.5420,3633.5560,5556.2450,4494.8500,6492.8650,6947.4370
2016/10/13,3.9637 ,1.3639 ,4868.1079 ,5721.9820,3632.3510,5549.5840,4500.5080,6493.3240,6944.0020
2016/10/14,3.9464 ,1.3651 ,4865.1669 ,5736.2300,3626.4110,5542.4540,4482.7650,6487.1170,6916.6670
2016/10/17,3.9397 ,1.3651 ,4822.9898 ,5690.5200,3584.2700,5502.7980,4445.0420,6431.9470,6860.1160
2016/10/18,3.9987 ,1.3651 ,4892.0259 ,5751.7480,3630.1730,5580.3100,4501.3450,6530.4100,6945.4680
2016/10/19,3.9723 ,1.3663 ,4886.1995 ,5746.3010,3614.5140,5566.1110,4480.9680,6504.3320,6920.2420
2016/10/20,3.9911 ,1.3663 ,4895.3291 ,5756.5840,3615.4940,5568.4000,4489.4620,6505.4640,6929.1710
2016/10/21,3.9541 ,1.3675 ,4887.9086 ,5794.0130,3621.2870,5559.5400,4467.2180,6504.7660,6899.8480
2016/10/24,3.9783 ,1.3675 ,4935.4358 ,5858.7380,3675.1920,5627.3120,4503.5510,6568.1730,6950.5250
2016/10/25,3.9908 ,1.3675 ,4947.8047 ,5853.3840,3674.8960,5662.4020,4504.2390,6595.1170,6971.0260
2016/10/26,3.9480 ,1.3651 ,4928.1488 ,5818.7400,3670.0320,5636.4040,4477.7920,6575.6130,6930.9030
2016/10/27,3.9356 ,1.3651 ,4920.9931 ,5791.8340,3660.5290,5631.0080,4473.0470,6571.9290,6910.9160
2016/10/28,3.9158 ,1.3651 ,4890.5454 ,5810.3200,3660.2900,5584.7550,4435.7660,6513.3670,6854.4920
2016/10/31,3.8938 ,1.3639 ,4887.2395 ,5807.0410,3659.8820,5576.6760,4438.4630,6500.7950,6826.1760
2016/11/1,3.9171 ,1.3639 ,4931.7585 ,5845.5070,3689.4150,5624.1980,4481.5180,6549.2940,6896.0290
2016/11/2,3.8823 ,1.3639 ,4897.7383 ,5792.8400,3657.9970,5564.7270,4443.4560,6504.4200,6856.5380
2016/11/3,3.8935 ,1.3639 ,4934.2516 ,5851.1950,3690.5170,5599.4220,4458.3150,6538.6250,6886.2330
2016/11/4,3.8721 ,1.3639 ,4919.6243 ,5841.9530,3674.8990,5580.1260,4443.9800,6506.6250,6862.1720
2016/11/7,3.8517 ,1.3639 ,4923.6553 ,5847.1380,3674.4500,5621.3740,4442.0940,6527.8080,6846.4890
2016/11/8,3.8743 ,1.3639 ,4949.2958 ,5860.6750,3692.7960,5640.1680,4462.6140,6559.9310,6894.4140
2016/11/9,3.8370 ,1.3639 ,4918.4507 ,5835.3970,3674.6470,5610.8100,4426.0050,6522.1130,6855.1480
2016/11/10,3.8785 ,1.3626 ,4980.2403 ,5896.3150,3716.6350,5703.8590,4474.3510,6604.3010,6917.3370
2016/11/11,3.8737 ,1.3614 ,5012.4720 ,5927.4100,3756.6670,5783.2990,4481.2730,6661.4190,6936.2580
2016/11/14,3.8998 ,1.3590 ,5030.2630 ,5939.2140,3766.2030,5832.4690,4499.9690,6685.3150,6955.4590
2016/11/15,3.9349 ,1.3578 ,5044.4789 ,5933.2420,3775.0310,5830.6390,4524.4920,6692.3380,6993.9250
2016/11/16,3.9528 ,1.3566 ,5047.2314 ,5930.0620,3775.4770,5835.4520,4540.1620,6700.2900,7002.5180
2016/11/17,3.9148 ,1.3554 ,5044.1441 ,5951.7990,3774.4310,5846.2620,4528.3380,6709.2830,6968.8850
2016/11/18,3.8973 ,1.3554 ,5022.1615 ,5933.7050,3745.3680,5803.7040,4506.5350,6676.7580,6942.4780
2016/11/21,3.8941 ,1.3554 ,5044.8991 ,5994.4500,3756.2450,5830.1120,4508.3530,6690.1660,6942.4960
2016/11/22,3.9254 ,1.3554 ,5086.5149 ,6041.4750,3785.8610,5879.4260,4537.7200,6740.1330,6994.1250
2016/11/23,3.9078 ,1.3554 ,5074.3253 ,6092.8950,3798.4610,5855.6840,4519.3660,6703.4040,6950.4580
2016/11/24,3.8615 ,1.3554 ,5069.8288 ,6125.9790,3828.1340,5885.8880,4509.7700,6712.9790,6931.7940
2016/11/25,3.8762 ,1.3554 ,5096.9340 ,6202.6340,3861.2890,5916.4070,4533.1100,6742.7560,6962.1240
2016/11/28,3.8749 ,1.3554 ,5107.0204 ,6230.2250,3862.3330,5957.4980,4534.1700,6782.5870,6972.9230
2016/11/29,3.8494 ,1.3542 ,5094.9903 ,6298.9250,3902.2110,5925.8570,4518.5150,6736.9910,6931.6020
2016/11/30,3.8721 ,1.3494 ,5068.8671 ,6241.0520,3881.7180,5861.4480,4504.1080,6680.5060,6922.2310
2016/12/1,3.8657 ,1.3458 ,5100.0525 ,6289.7660,3925.9050,5938.9220,4518.2760,6732.2890,6950.6120
2016/12/2,3.7961 ,1.3446 ,5030.2717 ,6244.1070,3864.9500,5849.8430,4452.8080,6648.9530,6846.5950
2016/12/5,3.8006 ,1.3446 ,4977.0288 ,6129.0360,3762.2310,5803.7230,4452.2940,6582.5000,6817.2720
2016/12/6,3.7913 ,1.3409 ,4977.1688 ,6107.4680,3755.4570,5789.7710,4450.9780,6583.0220,6814.7050
2016/12/7,3.8134 ,1.3409 ,5018.4281 ,6112.8750,3768.0020,5845.2940,4492.1640,6657.8370,6865.2450
2016/12/8,3.8028 ,1.3409 ,5000.3129 ,6130.1630,3760.0490,5819.2130,4468.1690,6636.3530,6840.3230
2016/12/9,3.7604 ,1.3409 ,5006.6070 ,6217.9890,3779.0590,5819.9300,4451.2830,6636.6290,6805.9740
2016/12/12,3.5134 ,1.3397 ,4818.2879 ,6146.3930,3669.6790,5628.4340,4276.3160,6376.5580,6506.5260
2016/12/13,3.5058 ,1.3372 ,4829.2446 ,6103.0980,3664.5450,5646.2950,4275.1240,6401.0490,6520.7700
2016/12/14,3.4876 ,1.3335 ,4798.5026 ,6067.6940,3624.9480,5608.8810,4231.3820,6374.4370,6488.1540
2016/12/15,3.5058 ,1.3260 ,4799.2753 ,5930.1930,3591.0710,5613.7460,4246.1210,6406.4460,6510.3880
2016/12/16,3.5527 ,1.3247 ,4827.3542 ,5923.4480,3604.0610,5628.1130,4276.9160,6441.9490,6564.3390
2016/12/19,3.5188 ,1.3222 ,4815.7301 ,5886.3740,3568.1200,5629.0974,4268.4772,6463.9252,6543.5164
2016/12/20,3.5192 ,1.3185 ,4799.1285 ,5837.7310,3549.7992,5590.7877,4257.3494,6433.9515,6535.2845
2016/12/21,3.5354 ,1.3197 ,4838.2510 ,5877.8662,3572.2182,5659.2047,4291.9515,6481.5621,6561.5494
2016/12/22,3.5236 ,1.3222 ,4834.7965 ,5871.4764,3563.5731,5668.8798,4289.5735,6490.8922,6555.2190
2016/12/23,3.5102 ,1.3247 ,4786.6131 ,5832.8710,3526.7622,5613.6714,4253.3274,6433.7809,6490.5549
2016/12/26,3.5214 ,1.3272 ,4806.2125 ,5865.7639,3548.0304,5619.7235,4258.1597,6448.9498,6517.6026
2016/12/27,3.5112 ,1.3285 ,4806.4068 ,5856.8461,3546.9895,5610.8628,4255.1513,6464.0142,6520.4622
2016/12/28,3.4965 ,1.3310 ,4788.6177 ,5834.0000,3534.5278,5585.4867,4237.8829,6449.4734,6501.4971
2016/12/29,3.4956 ,1.3322 ,4777.2981 ,5827.4493,3528.2257,5566.4445,4219.6632,6421.2811,6485.8730
2016/12/30,3.5003 ,1.3335 ,4786.9772 ,5851.5373,3553.5718,5569.6225,4233.3178,6439.3624,6497.3178
2017/1/3,3.5128 ,1.3360 ,4831.6894 ,5910.2354,3593.1867,5627.6253,4262.3963,6505.0327,6518.6881
2017/1/4,3.5763 ,1.3360 ,4879.9918 ,5939.1909,3624.3620,5683.7267,4300.6052,6579.7749,6584.3276
2017/1/5,3.5721 ,1.3360 ,4881.3478 ,5944.5605,3610.3422,5700.7535,4292.6372,6581.6820,6573.2193
2017/1/6,3.5399 ,1.3360 ,4850.9355 ,5910.1136,3580.3424,5689.3277,4258.3790,6575.5304,6527.0543
2017/1/9,3.5358 ,1.3372 ,4875.4268 ,5930.0533,3590.5319,5723.9809,4275.3207,6620.5821,6540.7077
2017/1/10,3.5268 ,1.3372 ,4861.7697 ,5922.6868,3589.3131,5719.4378,4261.6278,6596.7026,6517.6984
2017/1/11,3.5016 ,1.3385 ,4818.1154 ,5888.6566,3566.1617,5679.3790,4219.8838,6528.7515,6447.4391
2017/1/12,3.4764 ,1.3385 ,4782.3159 ,5872.6071,3558.4363,5616.7219,4181.9809,6467.9266,6394.6577
2017/1/13,3.4279 ,1.3397 ,4741.0786 ,5911.9536,3546.8903,5593.9976,4140.4551,6410.3658,6303.8312
2017/1/16,3.3226 ,1.3397 ,4645.3297 ,5973.2353,3522.0634,5577.2903,4068.6845,6289.1665,6082.3914
2017/1/17,3.3663 ,1.3385 ,4675.6049 ,5960.0824,3543.9300,5581.2370,4098.4957,6326.8605,6132.8960
2017/1/18,3.3504 ,1.3372 ,4675.0285 ,6005.0739,3548.0315,5605.4555,4087.1963,6336.4116,6091.7736
2017/1/19,3.3402 ,1.3347 ,4656.8169 ,5985.9065,3543.0997,5595.9326,4080.9450,6307.8233,6078.7208
2017/1/20,3.3867 ,1.3372 ,4711.3067 ,6022.5077,3583.1785,5636.7598,4129.4688,6378.9592,6180.7283
2017/1/23,3.3963 ,1.3397 ,4741.0166 ,6021.9917,3589.7580,5691.4907,4144.7870,6425.0746,6232.7086
2017/1/24,3.3743 ,1.3397 ,4732.8994 ,6046.7165,3572.8605,5703.5131,4135.4285,6428.6166,6200.5763
2017/1/25,3.3848 ,1.3385 ,4746.1193 ,6065.9564,3587.0356,5716.6833,4158.0228,6444.7801,6213.6314
2017/1/26,3.4266 ,1.3385 ,4770.4328 ,6084.2335,3604.2146,5757.9587,4185.0633,6469.5324,6253.9112
2017/2/3,3.4129 ,1.3372 ,4748.2135 ,6017.8037,3578.6640,5723.7654,4172.6789,6454.1786,6233.6314
2017/2/6,3.4439 ,1.3347 ,4780.5005 ,6027.7627,3586.9028,5739.6315,4203.0246,6498.9672,6302.6478
2017/2/7,3.4187 ,1.3322 ,4778.2847 ,6013.4303,3569.0118,5752.1381,4194.7748,6497.7403,6297.9802
2017/2/8,3.4388 ,1.3322 ,4806.6914 ,6034.5759,3605.1635,5777.3019,4210.1826,6528.6788,6325.3220
2017/2/9,3.4474 ,1.3322 ,4835.2602 ,6054.5072,3608.3893,5804.8281,4233.7175,6560.7074,6359.2472
2017/2/10,3.4174 ,1.3322 ,4842.2997 ,6093.4265,3618.6518,5864.9866,4229.8962,6589.5882,6332.9370
2017/2/13,3.4394 ,1.3335 ,4872.1071 ,6134.6087,3653.1846,5906.9712,4250.1201,6630.3984,6364.6145
2017/2/14,3.4266 ,1.3335 ,4870.5817 ,6123.8087,3642.5975,5929.4397,4239.2940,6635.8822,6361.0730
2017/2/15,3.3960 ,1.3335 ,4836.7627 ,6135.4805,3623.8693,5866.7252,4197.9275,6585.9162,6302.6267
2017/2/16,3.4043 ,1.3335 ,4867.2191 ,6160.4179,3656.5948,5930.4008,4221.1741,6635.9680,6332.6526
2017/2/17,3.3861 ,1.3335 ,4831.8405 ,6117.4359,3649.4596,5865.0218,4198.0796,6577.5849,6278.9845
2017/2/20,3.3995 ,1.3347 ,4888.0955 ,6219.8229,3693.9069,5957.0562,4250.6144,6675.5865,6320.0087
2017/2/21,3.4368 ,1.3347 ,4918.3583 ,6221.9418,3706.2937,5999.5634,4285.8331,6716.7363,6389.5589
2017/2/22,3.4368 ,1.3347 ,4935.1915 ,6232.7081,3715.2307,6031.0592,4300.1394,6752.9935,6405.8485
2017/2/23,3.4490 ,1.3347 ,4923.2998 ,6196.0211,3689.0236,5994.4064,4312.1571,6732.3391,6419.9656
2017/2/24,3.4755 ,1.3360 ,4930.0642 ,6193.9818,3687.6063,5963.6018,4331.1201,6721.4738,6454.1750
2017/2/27,3.4633 ,1.3360 ,4891.9059 ,6145.0570,3649.1149,5912.7124,4313.5496,6645.4074,6402.4846
2017/2/28,3.4691 ,1.3360 ,4906.2687 ,6154.7617,3653.8476,5948.7650,4323.0983,6669.3778,6422.7859
2017/3/1,3.4659 ,1.3360 ,4917.1900 ,6155.6703,3656.3455,5970.0733,4329.1481,6681.4203,6431.5577
2017/3/2,3.4595 ,1.3347 ,4885.9670 ,6108.0052,3636.2972,5929.5224,4306.4158,6641.8697,6405.7352
2017/3/3,3.4889 ,1.3347 ,4888.7789 ,6089.7029,3629.7886,5924.4947,4326.2078,6643.4975,6427.0359
2017/3/6,3.5208 ,1.3347 ,4929.7997 ,6109.2056,3667.0446,5952.6256,4364.2114,6697.6326,6502.1974
2017/3/7,3.5307 ,1.3347 ,4940.1409 ,6121.7375,3680.0421,5937.2517,4378.4200,6699.3022,6525.2066
2017/3/8,3.4914 ,1.3335 ,4926.4341 ,6123.7987,3663.0787,5923.2474,4362.4510,6674.5912,6496.2257
2017/3/9,3.4716 ,1.3322 ,4892.8284 ,6089.9995,3639.8278,5868.1498,4330.8964,6601.0483,6446.0864
2017/3/10,3.4761 ,1.3322 ,4894.7714 ,6088.1965,3649.0815,5893.6915,4347.4451,6613.6147,6451.5523
2017/3/13,3.5173 ,1.3322 ,4933.2447 ,6130.8641,3677.7595,5956.8548,4394.2361,6672.5748,6514.7807
2017/3/14,3.5361 ,1.3310 ,4927.2019 ,6139.7589,3666.6640,5947.6667,4382.1592,6649.9017,6495.3085
2017/3/15,3.5204 ,1.3322 ,4928.4565 ,6152.7223,3680.6989,5965.6462,4389.5299,6639.6878,6478.5566
2017/3/16,3.5533 ,1.3322 ,4966.2786 ,6172.0883,3708.1666,6008.2781,4417.1509,6704.8793,6535.7767
2017/3/17,3.5268 ,1.3322 ,4923.5308 ,6104.5172,3656.6715,5932.1003,4378.8292,6646.5812,6483.3204
2017/3/20,3.5374 ,1.3335 ,4934.9489 ,6107.6336,3656.1592,5930.5934,4392.4210,6655.7758,6489.0263
2017/3/21,3.5457 ,1.3322 ,4950.6689 ,6138.7590,3675.7984,5953.7810,4417.3802,6684.1526,6507.2452
2017/3/22,3.5386 ,1.3322 ,4927.7464 ,6090.6167,3656.2963,5921.0944,4410.3451,6661.8033,6482.5285
2017/3/23,3.5329 ,1.3335 ,4936.2589 ,6124.0259,3670.7734,5929.7169,4411.5945,6653.5559,6491.7811
2017/3/24,3.5511 ,1.3335 ,4962.3716 ,6171.7847,3714.0557,5973.5205,4433.2571,6687.1854,6511.2232
2017/3/27,3.5319 ,1.3347 ,4946.9921 ,6160.6103,3688.4043,5952.9433,4407.9173,6677.3014,6486.3127
2017/3/28,3.5240 ,1.3360 ,4934.1653 ,6142.0118,3680.9632,5938.2371,4391.7490,6657.7267,6466.5659
2017/3/29,3.4943 ,1.3360 ,4915.4516 ,6133.0098,3664.0846,5940.8920,4371.6442,6660.4701,6419.3181
2017/3/30,3.4359 ,1.3360 ,4844.4575 ,6109.2534,3626.9593,5883.6614,4309.2293,6585.8222,6317.3151
2017/3/31,3.4381 ,1.3360 ,4863.5147 ,6155.2566,3650.9929,5900.9221,4335.0994,6606.7227,6335.5640
2017/4/5,3.4927 ,1.3372 ,4949.5901 ,6211.3284,3700.6216,6050.5499,4416.2990,6741.6435,6466.4900
2017/4/6,3.5096 ,1.3372 ,4965.0753 ,6228.4828,3705.3495,6103.7670,4425.0525,6779.5198,6490.2996
2017/4/7,3.5070 ,1.3372 ,4970.4036 ,6220.1185,3712.1650,6136.2221,4443.3230,6805.3812,6502.9313
2017/4/10,3.4423 ,1.3372 ,4942.5867 ,6197.7342,3688.1510,6182.6589,4435.6269,6811.9779,6468.1426
2017/4/11,3.4413 ,1.3385 ,4972.4725 ,6195.6619,3693.2661,6258.0233,4455.5940,6882.3952,6504.5543
2017/4/12,3.3893 ,1.3372 ,4944.7174 ,6187.2247,3687.4244,6227.6302,4416.5149,6852.5752,6432.2349
2017/4/13,3.4289 ,1.3372 ,4958.7427 ,6173.7138,3698.7916,6277.0248,4443.2018,6908.3181,6470.4872
2017/4/14,3.3657 ,1.3372 ,4901.2318 ,6132.4747,3661.8231,6202.8697,4393.6432,6799.3381,6395.4352
2017/4/17,3.3398 ,1.3360 ,4858.6818 ,6144.3751,3659.8340,6153.6380,4369.8321,6714.9311,6325.0993
2017/4/18,3.3194 ,1.3360 ,4824.7325 ,6101.7503,3642.6366,6109.2247,4363.6407,6680.9945,6275.3264
2017/4/19,3.3156 ,1.3347 ,4780.7905 ,6079.0938,3643.4585,6022.9366,4346.6439,6611.2547,6232.6370
2017/4/20,3.3044 ,1.3335 ,4780.8252 ,6101.1688,3654.0695,5996.9829,4361.9851,6617.0228,6229.5520
2017/4/21,3.2952 ,1.3322 ,4768.2533 ,6148.2538,3662.7375,5980.6670,4346.5072,6574.0142,6202.7827
2017/4/24,3.2658 ,1.3310 ,4671.0193 ,6113.6309,3638.7852,5852.2893,4281.1583,6403.8550,6060.0413
2017/4/25,3.2748 ,1.3310 ,4686.4054 ,6126.1538,3644.6057,5864.6041,4299.8963,6433.0976,6084.7736
2017/4/26,3.3025 ,1.3310 ,4696.7104 ,6128.7720,3658.8008,5910.9851,4317.1110,6448.1650,6094.8936
2017/4/27,3.3354 ,1.3310 ,4709.1933 ,6135.6476,3662.0901,5888.5116,4327.3462,6448.3717,6125.2580
2017/4/28,3.3577 ,1.3310 ,4718.1322 ,6123.1185,3648.6927,5916.0504,4324.8919,6464.5380,6138.3211
2017/5/2,3.3459 ,1.3322 ,4713.0200 ,6097.5005,3637.0226,5907.6947,4326.6260,6454.8338,6107.3230
2017/5/3,3.3542 ,1.3310 ,4698.0394 ,6074.1776,3622.0752,5830.9251,4293.4979,6428.9390,6093.8141
2017/5/4,3.3245 ,1.3297 ,4684.7458 ,6062.8838,3608.7132,5807.4281,4280.0317,6407.2364,6086.5275
2017/5/5,3.2872 ,1.3297 ,4637.6782 ,6051.4833,3576.2962,5719.1806,4229.9157,6327.6751,6019.5342
2017/5/8,3.2690 ,1.3285 ,4573.6686 ,6049.1617,3526.8874,5631.7779,4166.9012,6201.7945,5934.8182
2017/5/9,3.2993 ,1.3285 ,4585.0671 ,6028.7167,3509.1814,5656.4498,4178.8598,6231.6546,5946.8351
2017/5/10,3.2441 ,1.3260 ,4528.3121 ,6046.2113,3493.9545,5529.1371,4116.2931,6098.4299,5843.5743
2017/5/11,3.2613 ,1.3247 ,4526.1338 ,6105.1520,3523.2856,5535.3524,4119.1186,6081.1393,5802.4311
2017/5/12,3.2594 ,1.3247 ,4540.4672 ,6194.2829,3538.8705,5544.0310,4130.8320,6090.6717,5778.8337
2017/5/15,3.2642 ,1.3260 ,4557.8062 ,6207.1012,3563.0017,5550.9910,4151.6808,6113.7826,5796.2934
2017/5/16,3.3194 ,1.3247 ,4626.3783 ,6210.1236,3604.7620,5659.7512,4224.1859,6226.4683,5910.6652
2017/5/17,3.3252 ,1.3260 ,4622.5330 ,6154.4801,3581.6927,5683.2764,4221.7510,6247.4032,5937.3687
2017/5/18,3.3213 ,1.3260 ,4597.0991 ,6134.0444,3560.4827,5651.4910,4195.3597,6197.6019,5897.8129
2017/5/19,3.3130 ,1.3272 ,4599.6106 ,6149.3861,3565.5335,5656.8679,4195.8518,6198.2537,5889.9926
2017/5/22,3.2598 ,1.3272 ,4562.4096 ,6201.8229,3564.6752,5597.7452,4164.2462,6095.5013,5812.8591
2017/5/23,3.1873 ,1.3272 ,4505.6043 ,6284.8190,3566.5065,5515.8379,4110.7916,5986.9551,5686.7076
2017/5/24,3.2042 ,1.3272 ,4517.7031 ,6279.4905,3578.3703,5536.6401,4117.0612,6009.4349,5714.2389
2017/5/25,3.2106 ,1.3272 ,4574.7490 ,6437.7886,3631.6972,5617.0423,4137.6303,6093.4904,5769.9711
2017/5/26,3.2103 ,1.3272 ,4569.9658 ,6443.2395,3620.2956,5595.7260,4131.8762,6073.2084,5755.3583
2017/5/31,3.2074 ,1.3285 ,4572.1504 ,6475.4425,3635.0511,5594.4677,4121.1775,6081.4466,5743.0877
2017/6/1,3.1315 ,1.3285 ,4519.0371 ,6514.3394,3633.5016,5522.6082,4076.7123,5992.5766,5617.2233
2017/6/2,3.1474 ,1.3285 ,4536.5548 ,6467.7497,3629.1935,5557.3502,4102.7360,6058.3219,5676.2976
2017/6/5,3.1892 ,1.3285 ,4545.5859 ,6405.7678,3621.3989,5573.8908,4122.2182,6085.6163,5725.9941
2017/6/6,3.1860 ,1.3297 ,4570.6206 ,6457.2848,3652.4826,5594.4340,4139.6614,6118.9040,5755.4326
2017/6/7,3.2649 ,1.3297 ,4644.8417 ,6509.5950,3696.3834,5691.4463,4218.0399,6238.7684,5871.3609
2017/6/8,3.2687 ,1.3297 ,4662.6682 ,6578.2947,3730.2788,5694.1804,4237.4988,6250.4836,5875.4103
2017/6/9,3.2674 ,1.3310 ,4674.9350 ,6610.9593,3735.1692,5705.9920,4246.3029,6257.0591,5883.1026
2017/6/12,3.2173 ,1.3322 ,4641.1159 ,6636.2912,3725.1539,5688.4323,4201.9350,6196.3641,5810.0577
2017/6/13,3.2652 ,1.3322 ,4679.1286 ,6623.6596,3737.7587,5751.5383,4243.8200,6261.1381,5870.7767
2017/6/14,3.2569 ,1.3347 ,4649.4518 ,6507.1334,3695.8511,5708.1831,4218.5542,6228.6131,5840.8203
2017/6/15,3.3175 ,1.3360 ,4672.0751 ,6467.0542,3720.5748,5719.9716,4245.9996,6262.0210,5914.5228
2017/6/16,3.3060 ,1.3360 ,4661.4257 ,6437.6545,3703.2181,5710.9795,4241.1411,6236.9539,5892.7690
2017/6/19,3.3057 ,1.3385 ,4698.6036 ,6525.6780,3750.3136,5751.1856,4277.6362,6278.0824,5916.9362
2017/6/20,3.3328 ,1.3410 ,4697.3809 ,6509.7339,3752.6632,5759.7794,4274.4037,6289.6983,5929.4026
2017/6/21,3.3398 ,1.3410 ,4725.0382 ,6585.0108,3802.2334,5797.4596,4309.9389,6309.4766,5935.1349
2017/6/22,3.3035 ,1.3422 ,4685.7203 ,6637.7830,3788.4455,5749.5448,4261.7781,6224.5323,5847.6116
2017/6/23,3.3162 ,1.3422 ,4708.6208 ,6706.3613,3822.3584,5775.5897,4285.9298,6240.9244,5864.2172
2017/6/26,3.3644 ,1.3435 ,4768.7860 ,6763.5397,3871.0199,5884.7675,4348.3865,6335.6624,5944.4684
2017/6/27,3.3813 ,1.3447 ,4776.6622 ,6791.7241,3870.2983,5889.8600,4356.4267,6335.5789,5947.1378
2017/6/28,3.3673 ,1.3447 ,4743.9164 ,6747.9026,3833.3833,5880.2980,4317.7309,6307.5302,5913.3162
2017/6/29,3.3813 ,1.3460 ,4768.1111 ,6791.1371,3857.8218,5906.3909,4339.1520,6341.1733,5936.9171
2017/6/30,3.3970 ,1.3460 ,4772.1414 ,6784.3660,3856.5183,5908.5667,4350.3007,6353.6781,5951.8978
2017/7/3,3.4375 ,1.3472 ,4781.3861 ,6738.0217,3837.3580,5947.7844,4355.0200,6388.8370,5991.4354
2017/7/4,3.4148 ,1.3472 ,4755.1340 ,6669.3412,3807.6583,5913.5534,4322.7847,6348.4939,5985.5333
2017/7/5,3.4416 ,1.3472 ,4798.5517 ,6759.6322,3836.3490,5941.1827,4347.9303,6409.7871,6023.9723
2017/7/6,3.4458 ,1.3472 ,4802.6465 ,6778.1859,3823.1362,5944.6635,4346.9494,6411.9657,6026.5476
2017/7/7,3.4477 ,1.3485 ,4808.6278 ,6751.1846,3828.4415,5959.4250,4340.8876,6428.1016,6025.0958
2017/7/10,3.3922 ,1.3485 ,4794.9354 ,6760.9826,3825.9491,5972.6950,4294.5141,6433.2971,5984.8416
2017/7/11,3.3577 ,1.3485 ,4774.4460 ,6844.0033,3863.2241,5901.4529,4256.6267,6374.0433,5913.5876
2017/7/12,3.3756 ,1.3497 ,4765.2945 ,6824.6950,3846.6770,5895.0551,4251.6652,6358.4787,5911.5024
2017/7/13,3.3488 ,1.3497 ,4784.5110 ,6905.4781,3880.6787,5914.2818,4237.6630,6383.0651,5913.1581
2017/7/14,3.3603 ,1.3497 ,4781.4654 ,6961.2623,3869.2441,5906.0555,4219.3552,6380.4445,5898.0448
2017/7/17,3.2314 ,1.3510 ,4637.9522 ,6993.9185,3774.8718,5712.0979,4074.8757,6167.7300,5638.1222
2017/7/18,3.2208 ,1.3510 ,4662.5694 ,6972.7522,3757.4324,5791.1055,4104.0423,6243.6222,5666.0381
2017/7/19,3.2856 ,1.3510 ,4738.1693 ,7045.8281,3874.8826,5943.0155,4166.7604,6382.0464,5733.0771
2017/7/20,3.3277 ,1.3510 ,4762.3092 ,7070.7105,3897.8695,5967.7636,4195.5680,6430.2949,5773.9269
2017/7/21,3.3424 ,1.3510 ,4754.6099 ,7002.0326,3881.8096,6001.4267,4208.7348,6458.0304,5792.9259
2017/7/24,3.3172 ,1.3522 ,4778.4607 ,7040.4546,3899.0907,6045.5181,4230.8762,6509.5347,5808.9589
2017/7/25,3.3073 ,1.3522 ,4758.4243 ,7006.7485,3857.8191,6007.6602,4227.6756,6481.2945,5800.8984
2017/7/26,3.2955 ,1.3522 ,4749.9885 ,6973.0346,3840.2910,6003.8864,4203.4214,6471.7289,5797.9033
2017/7/27,3.3469 ,1.3522 ,4780.1472 ,6944.2981,3849.7700,6011.3128,4277.4348,6465.2097,5880.5083
2017/7/28,3.3960 ,1.3522 ,4790.2301 ,6960.3511,3850.0992,6027.1060,4280.9467,6489.8736,5877.7878
2017/7/31,3.4260 ,1.3522 ,4822.9955 ,6956.2757,3859.4422,6113.3565,4300.6795,6598.9712,5929.4092
2017/8/1,3.4384 ,1.3522 ,4843.1377 ,7062.6393,3888.7784,6092.5000,4292.2812,6589.8979,5937.6394
2017/8/2,3.4241 ,1.3522 ,4818.6954 ,7046.5193,3898.1288,6067.7793,4266.2250,6549.2531,5884.0108
2017/8/3,3.4317 ,1.3522 ,4807.2599 ,6947.7852,3867.5079,6086.0098,4248.1969,6566.9629,5885.3123
2017/8/4,3.3628 ,1.3522 ,4782.9532 ,6901.0533,3844.1448,6057.0110,4219.6689,6551.3557,5855.5294
2017/8/7,3.3992 ,1.3522 ,4817.3435 ,6923.0920,3848.9917,6131.3193,4258.1207,6623.3349,5890.4742
2017/8/8,3.3931 ,1.3522 ,4826.8176 ,6910.0746,3869.1652,6120.8206,4279.9125,6624.2701,5912.2053
2017/8/9,3.3970 ,1.3522 ,4836.0457 ,6868.8366,3869.7817,6150.4854,4293.0698,6679.6278,5929.7707
