,110029,161820,000985.CSI,399373.SZ,399372.SZ,399375.SZ,399374.SZ,399377.SZ,399376.SZ
日期,基金A,基金B,基金A基准,大盘价值,大盘成长,中盘价值,中盘成长,小盘价值,小盘成长
2015/11/13,5.3567 ,1.2912 ,5445.3617 ,5917.8660,3817.4490,6829.6080,5340.8770,7105.7670,7719.2210
2015/11/16,5.5234 ,1.2923 ,5526.1399 ,5926.9770,3844.0430,6889.4060,5443.1920,7208.3470,7901.6180
2015/11/17,5.4347 ,1.2923 ,5497.8677 ,5942.4130,3829.7880,6853.5810,5380.2140,7181.8340,7792.6520
2015/11/18,5.2966 ,1.2923 ,5419.6251 ,5937.9690,3804.2750,6790.6500,5285.8710,7106.1600,7687.0710
2015/11/19,5.5148 ,1.2923 ,5542.2450 ,5994.5150,3867.7450,6893.1610,5411.9830,7237.1170,7902.9480
2015/11/20,5.5448 ,1.2923 ,5592.7129 ,5995.8590,3871.8320,6944.3000,5459.9220,7294.8760,8018.9130
2015/11/23,5.4820 ,1.2923 ,5554.9956 ,5970.6710,3852.0110,6913.9490,5419.4130,7295.8150,7939.1900
2015/11/24,5.5725 ,1.2923 ,5587.5075 ,5939.1550,3857.1070,6909.9180,5447.9550,7338.1910,8004.1130
2015/11/25,5.7553 ,1.2935 ,5668.7365 ,5961.4390,3890.4210,6967.9770,5547.5760,7430.6890,8163.7200
2015/11/26,5.6044 ,1.2923 ,5636.3371 ,5942.5490,3862.8010,6934.6160,5502.8830,7427.0580,8097.7210
2015/11/27,5.2463 ,1.2912 ,5306.0705 ,5694.2940,3678.0740,6484.2370,5161.6120,6957.4010,7597.4440
2015/11/30,5.2820 ,1.2923 ,5330.9095 ,5745.6020,3718.9230,6496.4470,5166.5560,7007.1170,7660.3690
2015/12/1,5.2162 ,1.2935 ,5345.8612 ,5802.9520,3752.3710,6575.7980,5203.7990,7089.0340,7665.5790
2015/12/2,5.1445 ,1.2946 ,5402.5853 ,6108.0080,3916.4030,6684.5460,5202.1850,7100.3560,7604.1070
2015/12/3,5.3502 ,1.2957 ,5496.6221 ,6135.0190,3929.2450,6750.9980,5304.7380,7243.7530,7817.8980
2015/12/4,5.3436 ,1.2957 ,5439.6517 ,5998.8320,3859.8770,6653.6130,5240.2460,7178.3170,7773.1930
2015/12/7,5.4344 ,1.2968 ,5488.9399 ,5992.1960,3876.6180,6684.4430,5290.6150,7247.2810,7872.1330
2015/12/8,5.3993 ,1.2980 ,5385.9320 ,5915.8680,3830.0000,6516.4430,5151.6110,7035.0990,7697.0940
2015/12/9,5.3841 ,1.2991 ,5384.6266 ,5951.3450,3847.4360,6525.5290,5124.0830,7023.3720,7676.3890
2015/12/10,5.4112 ,1.2991 ,5371.4135 ,5915.9070,3849.3360,6493.2390,5128.1550,6982.5250,7656.2270
2015/12/11,5.3353 ,1.3002 ,5335.8430 ,5888.1030,3823.2630,6447.3080,5091.5550,6943.7020,7577.2390
2015/12/14,5.3761 ,1.3014 ,5456.5121 ,6003.1820,3899.5490,6605.8350,5192.2930,7098.0600,7710.6750
2015/12/15,5.4651 ,1.3014 ,5484.6308 ,5963.6730,3900.5390,6604.3430,5225.2240,7143.0430,7799.8620
2015/12/16,5.4683 ,1.3025 ,5503.5162 ,5932.0810,3884.0240,6595.0000,5242.1460,7141.2090,7869.5900
2015/12/17,5.6085 ,1.3025 ,5635.1173 ,6043.9680,3965.3290,6741.6640,5360.7580,7331.4310,8087.4990
2015/12/18,5.5502 ,1.3036 ,5633.0213 ,6112.7900,4011.8490,6731.9840,5342.2060,7305.8490,8059.6270
2015/12/21,5.4850 ,1.3048 ,5722.0320 ,6316.2720,4157.5350,6841.7320,5418.5910,7410.3470,8142.3720
2015/12/22,5.5651 ,1.3048 ,5760.2863 ,6297.6640,4162.7990,6890.2900,5470.3190,7474.0350,8216.2210
2015/12/23,5.3972 ,1.3059 ,5711.2939 ,6296.8100,4149.1530,6895.1580,5415.7980,7422.1350,8119.8280
2015/12/24,5.5026 ,1.3059 ,5685.5846 ,6257.3660,4112.6280,6830.2910,5394.8760,7378.2110,8096.4920
2015/12/25,5.5026 ,1.3059 ,5716.5567 ,6275.3140,4125.4230,6857.9960,5432.4760,7447.0560,8131.4940
2015/12/28,5.4576 ,1.3082 ,5576.0394 ,6103.3580,4009.9560,6660.1320,5336.5870,7269.4550,7973.6610
2015/12/29,5.4609 ,1.3093 ,5631.4744 ,6163.6130,4051.4610,6705.5980,5372.5890,7352.6220,8042.7720
2015/12/30,5.6008 ,1.3104 ,5670.3542 ,6157.2860,4062.1900,6719.2030,5413.6560,7392.8970,8125.5930
2015/12/31,5.4582 ,1.3104 ,5592.6385 ,6118.3170,4027.5190,6656.8110,5331.0920,7301.1210,7981.6470
2016/1/4,4.9724 ,1.3104 ,5156.0202 ,5789.6380,3750.3200,6155.9540,4893.1920,6683.8270,7288.8800
2016/1/5,4.7093 ,1.3104 ,5101.9742 ,5835.1670,3766.1010,6164.5500,4828.3590,6652.3560,7125.3550
2016/1/6,4.8203 ,1.3104 ,5219.8111 ,5916.4590,3816.0320,6333.1850,4921.5690,6848.2640,7300.8470
2016/1/7,4.3980 ,1.3115 ,4809.7080 ,5623.2740,3555.8250,5836.6640,4518.1870,6277.6970,6651.4700
2016/1/8,4.3182 ,1.3127 ,4874.6499 ,5727.6410,3620.9470,5979.6310,4586.4680,6423.3300,6703.9690
2016/1/11,4.0021 ,1.3127 ,4571.9722 ,5510.3110,3439.4800,5630.2140,4301.5700,5993.8410,6232.5900
2016/1/12,4.0601 ,1.3138 ,4583.3608 ,5533.8410,3476.3810,5641.7270,4331.3450,5978.1880,6298.8640
2016/1/13,3.8634 ,1.3149 ,4446.6713 ,5479.2780,3415.8750,5511.0690,4196.4590,5803.1620,6066.2870
2016/1/14,4.1000 ,1.3161 ,4578.4616 ,5533.6950,3493.4240,5636.2510,4336.8590,5981.8570,6320.4200
2016/1/15,3.9905 ,1.3161 ,4420.9882 ,5385.1780,3398.6540,5397.3580,4186.3280,5734.1900,6104.3280
2016/1/18,4.1120 ,1.3172 ,4478.9933 ,5372.7070,3408.9370,5405.8730,4246.1780,5782.5630,6224.0800
2016/1/19,4.2508 ,1.3172 ,4634.1610 ,5501.1510,3501.9310,5576.6930,4381.3140,5994.9030,6455.1350
2016/1/20,4.1561 ,1.3172 ,4583.3879 ,5413.4730,3434.2520,5516.1820,4319.8570,5918.3720,6371.7060
2016/1/21,3.9496 ,1.3161 ,4414.2315 ,5311.5810,3336.5090,5320.3410,4172.6160,5677.7270,6110.1170
2016/1/22,3.9892 ,1.3172 ,4474.6314 ,5353.7870,3376.6020,5365.8790,4226.4120,5759.0630,6188.0500
2016/1/25,4.0294 ,1.3161 ,4514.4154 ,5368.3880,3389.9350,5416.3880,4258.6190,5848.7810,6242.3590
2016/1/26,3.7154 ,1.3149 ,4204.8792 ,5130.7950,3203.6360,5025.9480,3959.1110,5404.5930,5765.5990
2016/1/27,3.6675 ,1.3138 ,4169.1918 ,5130.3410,3197.6980,4962.1200,3913.0690,5338.2320,5682.4400
2016/1/28,3.4732 ,1.3138 ,4013.1212 ,5050.9980,3132.4710,4767.8920,3788.9550,5111.3560,5404.2440
2016/1/29,3.6360 ,1.3138 ,4154.9111 ,5169.6820,3231.1010,4925.2240,3936.7820,5288.5760,5625.2040
2016/2/1,3.6060 ,1.3138 ,4097.0781 ,5085.9320,3194.0910,4843.2650,3902.2780,5212.6090,5586.8890
2016/2/2,3.7926 ,1.3138 ,4218.6850 ,5150.0250,3263.5880,4967.6060,4026.9970,5379.9340,5803.4930
2016/2/3,3.8239 ,1.3127 ,4224.5214 ,5111.0590,3252.9770,4962.2870,4032.7120,5390.6180,5851.7530
2016/2/4,3.9158 ,1.3138 ,4299.5391 ,5156.0510,3296.7880,5047.0130,4106.5520,5492.0120,5970.1200
2016/2/5,3.8264 ,1.3138 ,4261.1126 ,5146.1210,3279.6340,5013.6140,4063.7620,5457.5170,5919.5630
2016/2/15,3.8344 ,1.3161 ,4252.9029 ,5106.6800,3260.7260,4978.5110,4059.1280,5438.5190,5938.6420
2016/2/16,4.0559 ,1.3161 ,4412.0325 ,5221.4260,3357.3520,5156.6810,4226.4530,5648.6040,6189.4990
2016/2/17,4.0970 ,1.3161 ,4465.1662 ,5255.3520,3382.6740,5208.1570,4259.1570,5706.6830,6254.9370
2016/2/18,4.0871 ,1.3172 ,4453.3982 ,5241.0710,3369.7150,5217.7800,4244.7570,5702.6250,6223.7920
2016/2/19,4.1216 ,1.3183 ,4466.1619 ,5214.5630,3368.1790,5221.9920,4268.2290,5710.8030,6257.5030
2016/2/22,4.1892 ,1.3183 ,4561.6890 ,5318.8790,3434.2150,5357.2810,4354.8210,5852.8190,6401.1930
2016/2/23,4.1545 ,1.3195 ,4528.7345 ,5268.9460,3402.5420,5327.5960,4311.5110,5832.3280,6374.0660
2016/2/24,4.0865 ,1.3195 ,4550.3457 ,5290.6160,3417.8540,5392.0360,4309.9590,5908.0290,6364.9140
2016/2/25,3.7633 ,1.3195 ,4227.4597 ,5062.4370,3227.0540,4999.0330,3984.0330,5437.8430,5872.3240
2016/2/26,3.7046 ,1.3195 ,4241.5910 ,5114.7790,3255.2070,5061.7480,3988.4540,5515.8040,5872.9480
2016/2/29,3.4279 ,1.3206 ,4056.6096 ,5092.8260,3172.3690,4873.8700,3802.8720,5267.0030,5555.5900
2016/3/1,3.4933 ,1.3217 ,4140.2688 ,5148.7720,3228.5370,4974.4230,3887.2160,5394.2240,5687.9030
2016/3/2,3.6356 ,1.3217 ,4330.4674 ,5315.0150,3349.9950,5223.1690,4069.0930,5701.9600,5971.6750
2016/3/3,3.6353 ,1.3217 ,4340.9949 ,5334.9690,3356.1740,5229.7670,4078.7030,5731.5950,5996.9400
2016/3/4,3.4317 ,1.3217 ,4280.6192 ,5493.4420,3379.5740,5185.4460,3988.5990,5598.6920,5795.4650
2016/3/7,3.5109 ,1.3229 ,4343.7795 ,5464.5900,3390.2580,5278.9120,4054.3390,5726.8410,5924.0930
2016/3/8,3.5658 ,1.3240 ,4361.6316 ,5473.1710,3392.6910,5262.8450,4061.9840,5705.6710,5965.1660
2016/3/9,3.5090 ,1.3240 ,4283.7656 ,5458.2570,3354.4280,5115.5900,3996.1600,5536.6370,5843.3600
2016/3/10,3.4314 ,1.3251 ,4207.4331 ,5356.9090,3309.1400,5031.4510,3941.7130,5452.7660,5740.7030
2016/3/11,3.4094 ,1.3262 ,4203.8925 ,5369.1640,3298.5920,5023.6280,3932.1980,5449.1810,5745.6820
2016/3/14,3.6034 ,1.3274 ,4317.6649 ,5389.9420,3350.9500,5153.3540,4052.1770,5618.0290,5969.3300
2016/3/15,3.5667 ,1.3274 ,4303.3734 ,5427.4810,3366.1860,5130.8440,4027.7940,5573.4730,5919.7080
2016/3/16,3.5405 ,1.3274 ,4287.4165 ,5511.0730,3376.9320,5092.3010,3985.8660,5511.1590,5850.2610
2016/3/17,3.7623 ,1.3285 ,4392.5355 ,5490.5190,3420.9160,5199.2050,4113.2490,5676.6280,6082.2640
2016/3/18,3.9704 ,1.3285 ,4514.1640 ,5508.3810,3482.2850,5322.2330,4230.4660,5866.7350,6312.0650
2016/3/21,4.0855 ,1.3285 ,4631.2287 ,5564.2700,3576.8580,5439.8110,4318.4510,6001.0330,6462.8450
2016/3/22,4.0587 ,1.3296 ,4610.1958 ,5527.9950,3555.7310,5395.2760,4305.6950,5972.2020,6445.7390
2016/3/23,4.1618 ,1.3296 ,4643.0294 ,5521.1260,3572.1410,5418.1110,4338.0060,6009.3520,6507.9550
2016/3/24,4.0629 ,1.3296 ,4570.4765 ,5454.8040,3514.2490,5347.4900,4281.2280,5915.1280,6388.3750
2016/3/25,4.0437 ,1.3296 ,4600.6479 ,5475.2520,3532.2590,5395.4960,4303.0770,5985.1750,6421.5710
2016/3/28,4.0380 ,1.3296 ,4568.7629 ,5424.0350,3502.0450,5374.8450,4270.2570,5954.1360,6391.0590
2016/3/29,3.9573 ,1.3296 ,4496.1751 ,5387.1450,3468.8280,5292.2500,4195.2960,5831.1840,6255.0710
2016/3/30,4.1299 ,1.3296 ,4641.4686 ,5501.1190,3553.2460,5440.0030,4344.7210,6036.3740,6509.5330
2016/3/31,4.1261 ,1.3296 ,4650.4847 ,5493.6390,3557.6350,5458.4610,4357.1980,6047.6400,6504.8610
2016/4/1,4.0632 ,1.3296 ,4639.5624 ,5524.9700,3547.8160,5460.4160,4330.1520,6033.1570,6447.5040
2016/4/5,4.1982 ,1.3308 ,4738.2285 ,5551.6820,3596.4850,5554.0010,4438.0880,6186.1000,6646.4030
2016/4/6,4.2390 ,1.3308 ,4749.7534 ,5521.1860,3599.4030,5551.1090,4463.6520,6198.6460,6670.3330
2016/4/7,4.1414 ,1.3308 ,4677.9879 ,5459.2100,3546.3160,5471.1160,4399.2150,6114.6750,6555.1670
2016/4/8,4.1101 ,1.3296 ,4640.2027 ,5438.8420,3517.8580,5422.0990,4356.2160,6057.0950,6494.2150
2016/4/11,4.2004 ,1.3296 ,4725.5249 ,5490.2290,3560.8080,5524.8450,4459.7070,6183.7160,6643.4260
2016/4/12,4.1577 ,1.3285 ,4698.0840 ,5482.1380,3544.7390,5496.3190,4423.8390,6143.8450,6595.7350
2016/4/13,4.2320 ,1.3274 ,4763.0629 ,5540.5080,3577.0470,5590.3310,4487.4800,6231.4680,6689.9500
2016/4/14,4.2732 ,1.3251 ,4802.2386 ,5554.1390,3593.5030,5620.4910,4523.0210,6277.4370,6751.5660
2016/4/15,4.2451 ,1.3251 ,4799.4224 ,5562.6210,3589.6750,5610.1400,4501.2270,6261.7340,6734.6040
2016/4/18,4.1691 ,1.3251 ,4732.4013 ,5514.0370,3539.9740,5532.8530,4413.6980,6169.7320,6622.0690
2016/4/19,4.1937 ,1.3240 ,4748.9085 ,5523.3890,3548.7540,5550.5950,4414.1910,6185.9730,6652.2510
2016/4/20,3.9751 ,1.3229 ,4585.1937 ,5494.7670,3479.5610,5381.5720,4216.5670,5919.5700,6336.8730
2016/4/21,3.9017 ,1.3217 ,4541.6794 ,5485.7370,3453.8330,5349.3330,4175.8760,5889.7590,6265.5030
2016/4/22,3.9566 ,1.3195 ,4573.1799 ,5511.2640,3484.9630,5351.5280,4196.4940,5935.0820,6320.1820
2016/4/25,3.9100 ,1.3172 ,4552.1421 ,5503.0790,3467.7910,5333.2770,4183.1760,5929.7020,6277.9920
2016/4/26,3.9528 ,1.3161 ,4595.3986 ,5517.1230,3490.5420,5371.0050,4229.8470,5984.1950,6361.5190
2016/4/27,3.9359 ,1.3172 ,4579.5641 ,5501.4520,3482.6710,5337.6230,4211.3730,5973.3110,6341.2760
2016/4/28,3.9321 ,1.3183 ,4568.6579 ,5499.0370,3482.4830,5328.2500,4206.4260,5933.2980,6314.1550
2016/4/29,3.9190 ,1.3183 ,4564.6675 ,5485.4760,3487.6590,5323.6330,4196.9520,5937.1870,6299.3920
2016/5/3,4.0664 ,1.3206 ,4677.3277 ,5544.1230,3558.0250,5428.2110,4310.9430,6116.2870,6510.7900
2016/5/4,4.0651 ,1.3206 ,4676.3935 ,5537.3320,3549.6080,5422.5560,4294.7590,6111.2830,6514.9560
2016/5/5,4.1210 ,1.3229 ,4696.7818 ,5536.7600,3552.6570,5437.3340,4321.2080,6136.1660,6557.6490
2016/5/6,3.9605 ,1.3229 ,4537.6426 ,5440.6850,3456.4510,5260.8380,4160.0360,5895.9530,6304.5090
2016/5/9,3.8178 ,1.3251 ,4391.4785 ,5376.0370,3395.5420,5083.6010,4020.8560,5688.9660,6069.3860
2016/5/10,3.7980 ,1.3251 ,4387.4910 ,5379.4890,3400.5580,5096.1430,4015.3470,5689.0310,6060.1460
2016/5/11,3.7508 ,1.3262 ,4377.8439 ,5419.1520,3411.4130,5119.3420,4007.8280,5701.5360,6035.5550
2016/5/12,3.7432 ,1.3262 ,4378.5427 ,5428.5190,3423.2370,5124.8280,4001.4630,5711.4720,6038.8350
2016/5/13,3.7176 ,1.3274 ,4363.0503 ,5411.4400,3403.8950,5110.7250,3990.7280,5693.5440,6030.3590
2016/5/16,3.7971 ,1.3274 ,4420.8682 ,5423.2130,3434.6280,5155.2690,4041.6310,5787.0590,6148.0440
2016/5/17,3.8105 ,1.3285 ,4411.9676 ,5394.4270,3421.6700,5131.1460,4040.4320,5747.3820,6134.7550
2016/5/18,3.7074 ,1.3285 ,4325.7964 ,5403.3230,3401.5060,5042.0690,3938.8990,5589.0540,5958.6810
2016/5/19,3.7521 ,1.3296 ,4337.4501 ,5381.8840,3395.0070,5037.6710,3954.3830,5600.3500,5991.3480
2016/5/20,3.7792 ,1.3285 ,4374.1905 ,5395.2520,3415.3630,5060.4270,3987.7840,5660.2440,6066.2130
2016/5/23,3.8379 ,1.3296 ,4418.1358 ,5390.9920,3426.3650,5100.8850,4032.8560,5732.4050,6161.6880
2016/5/24,3.7971 ,1.3296 ,4377.6691 ,5355.5700,3405.6260,5052.8080,4001.9160,5661.7340,6085.7760
2016/5/25,3.7837 ,1.3296 ,4366.3722 ,5365.5080,3396.3420,5038.8970,3984.9150,5635.0400,6053.4190
2016/5/26,3.8092 ,1.3296 ,4381.2085 ,5369.1510,3399.3120,5040.1250,4004.8620,5655.9160,6080.8390
2016/5/27,3.7748 ,1.3296 ,4378.0913 ,5372.1500,3397.0670,5034.7150,4004.3380,5649.7920,6068.5100
2016/5/30,3.7390 ,1.3308 ,4368.6869 ,5398.7150,3396.0690,5006.2410,3997.0240,5613.0460,6033.8110
2016/5/31,3.9266 ,1.3308 ,4532.8507 ,5516.0010,3512.0780,5171.9160,4151.3220,5829.6160,6297.9690
2016/6/1,3.9621 ,1.3296 ,4545.7611 ,5491.9100,3509.4320,5188.3810,4167.1130,5843.3840,6334.4160
2016/6/2,3.9952 ,1.3296 ,4574.8669 ,5484.5200,3523.0200,5215.1690,4188.3590,5873.9760,6392.9030
2016/6/3,4.0399 ,1.3308 ,4597.3410 ,5516.3250,3554.2180,5230.1320,4222.1850,5913.4130,6407.4270
2016/6/6,4.0642 ,1.3308 ,4599.4223 ,5495.3480,3530.9150,5232.1710,4238.3250,5934.3210,6433.6890
2016/6/7,4.0310 ,1.3308 ,4601.1052 ,5492.3780,3526.5780,5224.5820,4230.0720,5935.5890,6432.0850
2016/6/8,4.0000 ,1.3319 ,4587.3905 ,5481.4130,3511.1320,5197.8190,4194.0260,5911.0240,6419.7020
2016/6/13,3.7955 ,1.3319 ,4401.3208 ,5391.0830,3396.1070,5019.2560,4002.2140,5657.6920,6114.6150
2016/6/14,3.7738 ,1.3319 ,4416.4555 ,5409.3100,3409.0220,5019.8910,4002.7130,5691.5470,6150.1760
2016/6/15,3.8877 ,1.3330 ,4526.7363 ,5431.1430,3461.3320,5134.4670,4118.3540,5863.0460,6365.6280
2016/6/16,3.8813 ,1.3330 ,4512.4567 ,5401.4600,3428.9900,5095.1920,4100.7490,5850.4290,6334.7280
2016/6/17,3.9337 ,1.3342 ,4538.4980 ,5424.8250,3447.7680,5135.0750,4139.8790,5889.0340,6367.4300
2016/6/20,3.9407 ,1.3342 ,4548.5347 ,5434.1100,3459.4680,5123.8100,4142.9970,5904.0440,6393.4030
2016/6/21,3.9187 ,1.3342 ,4515.1667 ,5425.8520,3450.5780,5094.6620,4092.7060,5852.6000,6326.3790
2016/6/22,4.0042 ,1.3353 ,4575.4644 ,5446.8320,3487.4410,5155.4860,4156.8830,5926.7320,6441.5200
2016/6/23,3.9761 ,1.3353 ,4554.4893 ,5417.2530,3459.6540,5127.8850,4137.6110,5882.5930,6415.0130
2016/6/24,3.9493 ,1.3353 ,4505.9553 ,5353.2580,3416.5500,5062.0330,4080.7870,5825.9950,6372.9310
2016/6/27,4.0635 ,1.3364 ,4595.0952 ,5388.7570,3471.6490,5150.0060,4176.4770,5938.2700,6521.9230
2016/6/28,4.1337 ,1.3375 ,4632.5833 ,5390.0500,3488.2330,5173.5130,4229.1620,5974.0350,6574.0030
2016/6/29,4.1280 ,1.3375 ,4648.7955 ,5438.7880,3491.1460,5191.5780,4245.3810,5970.2570,6576.5930
2016/6/30,4.1490 ,1.3387 ,4650.6227 ,5428.9610,3509.4430,5184.6940,4251.2110,5971.4460,6572.2870
2016/7/1,4.1286 ,1.3398 ,4644.6109 ,5444.3650,3505.6480,5176.0740,4237.5910,5970.0630,6554.2300
2016/7/4,4.1943 ,1.3409 ,4725.5223 ,5507.3020,3561.7360,5285.7860,4309.2200,6095.1990,6673.1150
2016/7/5,4.1899 ,1.3409 ,4740.6284 ,5489.8450,3543.0800,5319.4400,4316.4320,6136.5420,6708.5870
2016/7/6,4.2077 ,1.3409 ,4759.2174 ,5487.5710,3557.1490,5349.1190,4334.5930,6170.2340,6747.3140
2016/7/7,4.2049 ,1.3432 ,4759.8565 ,5462.0450,3541.2860,5355.2260,4355.8360,6176.3830,6756.7280
2016/7/8,4.2081 ,1.3432 ,4741.7503 ,5420.2540,3532.8120,5318.3180,4339.7360,6150.6050,6751.8150
2016/7/11,4.1778 ,1.3443 ,4738.8151 ,5437.5260,3537.9680,5344.0280,4343.0380,6171.9620,6728.3020
2016/7/12,4.2339 ,1.3443 ,4808.2706 ,5551.8020,3624.3280,5464.2480,4423.6860,6283.9800,6796.7890
2016/7/13,4.2703 ,1.3443 ,4835.8987 ,5558.1130,3638.1530,5510.3980,4464.8740,6325.0470,6862.4290
2016/7/14,4.2808 ,1.3443 ,4836.2337 ,5542.4450,3632.6480,5502.4370,4467.5340,6307.5300,6879.1130
2016/7/15,4.2298 ,1.3455 ,4824.8528 ,5552.3680,3624.5410,5499.7570,4451.7620,6308.8690,6845.0290
2016/7/18,4.2473 ,1.3455 ,4803.7593 ,5556.2640,3584.4680,5471.0730,4444.5210,6267.8200,6813.4530
2016/7/19,4.2725 ,1.3466 ,4808.1265 ,5510.4360,3573.0060,5459.1890,4454.1640,6265.7450,6841.2950
2016/7/20,4.2441 ,1.3477 ,4801.6138 ,5487.2930,3564.1490,5451.2950,4453.0530,6254.9190,6829.0100
2016/7/21,4.2205 ,1.3489 ,4816.6499 ,5520.5830,3590.0910,5487.2820,4475.3860,6276.2720,6824.3490
2016/7/22,4.1959 ,1.3489 ,4775.4995 ,5471.0360,3554.8520,5446.0580,4450.7730,6208.8960,6761.8040
2016/7/25,4.1727 ,1.3489 ,4781.7487 ,5471.5800,3557.9140,5472.6250,4461.2050,6224.5100,6769.7190
2016/7/26,4.2291 ,1.3489 ,4840.1741 ,5529.5190,3612.4220,5546.8530,4517.4630,6317.3180,6862.6610
2016/7/27,4.0437 ,1.3500 ,4683.7956 ,5519.3300,3538.3840,5390.0000,4346.3300,6108.1990,6574.5420
2016/7/28,3.9946 ,1.3500 ,4682.3430 ,5513.5860,3541.1010,5451.3110,4359.5370,6167.7220,6591.8390
2016/7/29,3.9719 ,1.3511 ,4652.7128 ,5503.4310,3521.4850,5404.2650,4332.6380,6146.2120,6557.8290
2016/8/1,3.9681 ,1.3511 ,4595.0077 ,5497.7150,3485.7190,5331.8180,4263.9240,6064.6270,6485.7830
2016/8/2,3.9838 ,1.3522 ,4627.0271 ,5501.9000,3495.1420,5395.3680,4299.4870,6121.5010,6539.6510
2016/8/3,3.9812 ,1.3522 ,4641.8822 ,5496.0440,3500.1610,5428.4010,4325.1160,6153.9120,6552.0480
2016/8/4,4.0083 ,1.3522 ,4665.2271 ,5501.9670,3520.6130,5439.9000,4357.3320,6182.8710,6612.4400
2016/8/5,3.9681 ,1.3534 ,4653.3421 ,5529.1280,3528.7520,5420.5090,4331.7520,6170.9020,6582.2330
2016/8/8,3.9838 ,1.3545 ,4702.5657 ,5559.1350,3560.0760,5514.8090,4385.0790,6254.7940,6636.1370
2016/8/9,4.0214 ,1.3556 ,4743.8920 ,5591.5840,3585.0130,5564.1200,4436.5410,6305.0010,6706.6510
2016/8/10,4.0106 ,1.3568 ,4727.3300 ,5573.1850,3555.2840,5546.0400,4414.3230,6271.1770,6679.7920
2016/8/11,3.9439 ,1.3568 ,4680.3242 ,5591.6050,3552.3000,5484.0140,4361.1320,6183.2280,6578.7400
2016/8/12,3.9710 ,1.3579 ,4745.2062 ,5728.9510,3626.4510,5560.8450,4414.9020,6267.3300,6649.8150
2016/8/15,4.0785 ,1.3590 ,4866.1813 ,5904.2380,3770.5560,5697.9320,4527.5440,6413.6420,6796.9120
2016/8/16,4.0922 ,1.3590 ,4875.1185 ,5846.7780,3762.5060,5690.1440,4531.9440,6441.0200,6836.2580
2016/8/17,4.0878 ,1.3579 ,4881.8106 ,5824.6620,3745.9850,5694.8210,4550.7540,6463.4690,6870.1950
2016/8/18,4.0648 ,1.3579 ,4876.9329 ,5806.3840,3718.1550,5695.7000,4551.4180,6481.1720,6877.8350
2016/8/19,4.0571 ,1.3579 ,4882.4273 ,5796.2380,3707.5830,5685.2780,4542.1890,6459.9440,6894.6120
2016/8/22,4.0179 ,1.3579 ,4831.4840 ,5770.1740,3666.3740,5611.4150,4484.9240,6391.4110,6807.0410
2016/8/23,4.0240 ,1.3568 ,4839.3618 ,5782.1120,3675.9230,5613.6290,4496.6460,6409.1810,6811.2790
2016/8/24,4.0396 ,1.3568 ,4839.6235 ,5749.7490,3656.3380,5600.9760,4499.2770,6399.3260,6837.5410
2016/8/25,4.0214 ,1.3568 ,4807.9962 ,5721.8140,3643.7410,5548.1370,4459.3130,6353.0700,6780.0360
2016/8/26,4.0329 ,1.3568 ,4817.5706 ,5710.9790,3632.6990,5556.8180,4483.9810,6358.7070,6805.9500
2016/8/29,4.0259 ,1.3568 ,4824.8001 ,5699.9590,3627.5830,5575.3850,4490.7940,6373.9910,6814.1910
2016/8/30,4.0453 ,1.3556 ,4827.8106 ,5722.0280,3634.4790,5565.3280,4481.5950,6378.4250,6821.6720
2016/8/31,4.0297 ,1.3556 ,4839.9956 ,5760.1640,3663.4210,5572.2290,4490.0140,6396.7140,6824.8630
2016/9/1,4.0048 ,1.3556 ,4803.1427 ,5719.2980,3617.0020,5521.5190,4461.0410,6332.2700,6774.7000
2016/9/2,3.9662 ,1.3568 ,4799.6202 ,5758.2550,3633.8630,5514.3850,4447.2760,6316.5760,6747.0310
2016/9/5,3.9659 ,1.3568 ,4817.0798 ,5765.9280,3651.5250,5549.1420,4469.1490,6367.2620,6794.7490
2016/9/6,4.0300 ,1.3556 ,4873.5706 ,5779.2510,3683.3460,5613.2080,4529.9710,6454.6620,6906.0210
2016/9/7,4.0173 ,1.3556 ,4873.1070 ,5788.8810,3669.4630,5613.2790,4530.9720,6454.0700,6896.6320
2016/9/8,4.0262 ,1.3568 ,4883.9790 ,5788.8120,3663.9160,5613.3940,4532.3330,6487.3240,6928.3450
2016/9/9,3.9924 ,1.3568 ,4852.0685 ,5761.8900,3636.9220,5577.2760,4496.3060,6427.4660,6868.3500
2016/9/12,3.8542 ,1.3568 ,4735.6199 ,5695.9290,3576.5820,5458.7780,4387.1050,6265.0570,6688.7330
2016/9/13,3.8740 ,1.3568 ,4753.8951 ,5677.8020,3577.0810,5485.9420,4401.0200,6299.1050,6731.6150
2016/9/14,3.8628 ,1.3579 ,4726.5048 ,5627.0500,3555.0620,5441.8220,4369.6760,6259.6640,6700.8760
2016/9/19,3.8855 ,1.3579 ,4772.1754 ,5670.4500,3578.8490,5488.9600,4416.5480,6323.4510,6766.6340
2016/9/20,3.8801 ,1.3579 ,4768.6168 ,5662.7000,3571.4260,5475.6420,4416.2650,6335.0120,6754.2220
2016/9/21,3.8868 ,1.3579 ,4779.2139 ,5677.8380,3588.8300,5472.6400,4415.5310,6340.9500,6755.1210
2016/9/22,3.9081 ,1.3590 ,4810.0813 ,5735.4790,3619.9300,5511.4390,4443.2140,6382.8360,6792.4970
