DATE,USDONTD156N
2020/6/11,0.0655
2020/6/12,0.06613
2020/6/15,0.06975
2020/6/16,0.07163
2020/6/17,0.0755
2020/6/18,0.07638
2020/6/19,0.07525
2020/6/22,0.06988
2020/6/23,0.07113
2020/6/24,0.07425
2020/6/25,0.07563
2020/6/26,0.07113
2020/6/29,0.08175
2020/6/30,0.08088
2020/7/1,0.07663
2020/7/2,0.08288
2020/7/3,0.08288
2020/7/6,0.08288
2020/7/7,0.083
2020/7/8,0.08288
2020/7/9,0.08175
2020/7/10,0.08138
2020/7/13,0.082
2020/7/14,0.0775
2020/7/15,0.08425
2020/7/16,0.08675
2020/7/17,0.08563
2020/7/20,0.0855
2020/7/21,0.08525
2020/7/22,0.08588
2020/7/23,0.08563
2020/7/24,0.08488
2020/7/27,0.08513
2020/7/28,0.08475
2020/7/29,0.08413
2020/7/30,0.085
2020/7/31,0.08725
2020/8/3,0.08425
2020/8/4,0.089
2020/8/5,0.08338
2020/8/6,0.08575
2020/8/7,0.08513
2020/8/10,0.086
2020/8/11,0.08525
2020/8/12,0.08538
2020/8/13,0.08488
2020/8/14,0.0855
2020/8/17,0.08475
2020/8/18,0.08363
2020/8/19,0.08463
2020/8/20,0.083
2020/8/21,0.08175
2020/8/24,0.08175
2020/8/25,0.08138
2020/8/26,0.08175
2020/8/27,0.082
2020/8/28,0.08088
2020/8/31,.
2020/9/1,0.08125
2020/9/2,0.0825
2020/9/3,0.08238
2020/9/4,0.08163
2020/9/7,.
2020/9/8,0.07938
2020/9/9,0.08213
2020/9/10,0.08413
2020/9/11,0.083
2020/9/14,0.08388
2020/9/15,0.08325
2020/9/16,0.0825
2020/9/17,0.08225
2020/9/18,0.08313
2020/9/21,0.0825
2020/9/22,0.08263
2020/9/23,0.08038
