Date,Open,High,Low,Close,Adj Close,Volume
2018-12-04,21.920000,22.260000,21.389999,21.450001,21.450001,18051400
2018-12-06,20.450001,21.490000,20.110001,21.230000,21.230000,20377400
2018-12-07,21.070000,21.754999,20.920000,20.930000,20.930000,13522900
2018-12-10,20.750000,21.190001,20.120001,20.510000,20.510000,14536300
2018-12-11,20.950001,21.340000,20.820000,20.910000,20.910000,13446100
2018-12-12,21.299999,22.315001,21.270000,21.889999,21.889999,19668000
2018-12-13,22.000000,23.350000,22.000000,22.709999,22.709999,25481000
2018-12-14,22.040001,22.940001,22.010000,22.170000,22.170000,14871300
2018-12-17,22.040001,22.260000,21.170000,21.350000,21.350000,16535300
2018-12-18,21.469999,21.837000,20.910000,21.040001,21.040001,14271800
2018-12-19,20.950001,21.485001,20.000000,20.170000,20.170000,15276000
2018-12-20,20.090000,20.209999,19.639999,19.910000,19.910000,17860300
2018-12-21,20.090000,21.990000,19.520000,21.080000,21.080000,49686400
2018-12-24,21.490000,21.510000,19.260000,19.750000,19.750000,28037300
2018-12-26,20.320000,21.129999,19.750000,21.100000,21.100000,25225300
2018-12-27,20.500000,22.059999,20.500000,21.700001,21.700001,31047500
2018-12-28,21.780001,22.000000,21.150000,21.709999,21.709999,16648300
2018-12-31,22.040001,22.480000,20.770000,20.930000,20.930000,19422400
2019-01-02,20.309999,21.480000,20.180000,21.270000,21.270000,15840000
2019-01-03,20.889999,21.139999,20.250000,20.350000,20.350000,18608000
2019-01-04,20.980000,22.680000,20.750000,22.270000,22.270000,25156900
2019-01-07,22.430000,22.850000,22.260000,22.760000,22.760000,18889800
2019-01-08,22.990000,23.180000,22.434999,22.950001,22.950001,15180400
2019-01-09,23.240000,24.120001,23.219999,23.690001,23.690001,21656200
2019-01-10,23.000000,23.549999,22.830000,23.400000,23.400000,12368400
2019-01-11,23.190001,23.750000,22.690001,22.879999,22.879999,10034400
2019-01-14,22.250000,22.299999,21.530001,22.040001,22.040001,14129900
2019-01-15,22.250000,22.740000,22.120001,22.250000,22.250000,11862900
2019-01-16,22.370001,22.680000,22.280001,22.330000,22.330000,9761000
2019-01-17,22.049999,22.485001,22.020000,22.139999,22.139999,12013700
2019-01-18,22.450001,23.850000,22.299999,23.260000,23.260000,23275200
2019-01-22,22.879999,22.910000,21.500000,21.680000,21.680000,19538300
2019-01-23,22.049999,22.600000,21.754999,21.969999,21.969999,11262200
2019-01-24,21.980000,22.260000,21.500000,22.100000,22.100000,13846300
2019-01-25,22.480000,23.930000,22.469999,23.629999,23.629999,28024800
2019-01-28,23.430000,24.139999,23.059999,23.719999,23.719999,13925800
2019-01-29,23.740000,23.870001,23.309999,23.520000,23.520000,11310400
2019-01-30,24.010000,24.719999,23.760000,24.639999,24.639999,19832300
2019-01-31,24.500000,25.450001,24.469999,24.850000,24.850000,19318400
2019-02-01,24.740000,25.309999,24.309999,24.629999,24.629999,11938200
2019-02-04,24.500000,24.540001,24.160000,24.290001,24.290001,9054300
2019-02-05,24.450001,25.980000,24.410000,25.420000,25.420000,19165600
2019-02-06,25.469999,25.715000,24.959999,25.110001,25.110001,11083100
2019-02-07,24.770000,24.930000,23.520000,23.980000,23.980000,15836100
2019-02-08,23.650000,24.280001,23.600000,23.990000,23.990000,8246200
2019-02-11,24.350000,24.730000,24.150000,24.280001,24.280001,9035100
2019-02-12,24.670000,25.350000,24.570000,24.680000,24.680000,10932800
2019-02-13,25.000000,25.559999,24.490000,24.610001,24.610001,12449900
2019-02-14,24.540001,24.620001,23.885000,24.330000,24.330000,10126800
2019-02-15,24.510000,24.570000,23.910000,23.959999,23.959999,11489400
2019-02-19,23.660000,24.770000,23.650000,24.639999,24.639999,12430900
2019-02-20,24.809999,25.420000,24.510000,24.680000,24.680000,13209200
2019-02-21,24.820000,24.879999,24.010000,24.270000,24.270000,13542600
2019-02-22,24.549999,25.959999,24.480000,25.950001,25.950001,27113300
2019-02-25,27.110001,27.379999,26.040001,26.190001,26.190001,29338500
2019-02-26,25.980000,26.820000,25.660000,26.590000,26.590000,20278800
2019-02-27,26.420000,26.900000,25.870001,25.969999,25.969999,22994200
2019-02-28,28.580000,28.620001,26.580000,27.709999,27.709999,66593100
2019-03-01,28.030001,29.389999,27.969999,28.730000,28.730000,37083600
2019-03-04,29.040001,29.200001,28.139999,28.889999,28.889999,23454400
2019-03-05,28.879999,29.700001,28.700001,29.350000,29.350000,19982900
2019-03-06,29.250000,29.660000,28.719999,29.030001,29.030001,21316900
2019-03-07,28.500000,28.645000,27.600000,27.840000,27.840000,20959500
2019-03-08,26.709999,27.250000,26.370001,27.049999,27.049999,28554000
2019-03-11,27.459999,27.889999,27.160000,27.620001,27.620001,21410800
2019-03-12,27.950001,28.430000,27.530001,28.110001,28.110001,18551100
2019-03-13,28.270000,28.420000,27.860001,28.129999,28.129999,13941500
2019-03-14,27.750000,27.969000,27.385000,27.889999,27.889999,17280900
2019-03-15,28.160000,28.709999,27.780001,27.930000,27.930000,16304000
2019-03-18,28.250000,28.690001,27.920000,28.139999,28.139999,12513800
2019-03-19,28.299999,28.670000,28.010000,28.309999,28.309999,12356500
2019-03-20,28.160000,28.290001,27.670000,28.080000,28.080000,12752400
2019-03-21,27.969999,28.820000,27.870001,28.760000,28.760000,14343000
2019-03-22,28.410000,28.760000,27.840000,28.000000,28.000000,13944200
2019-03-25,27.690001,28.549999,27.469999,28.389999,28.389999,14183100
2019-03-26,28.500000,29.049999,28.320000,28.809999,28.809999,17986900
2019-03-27,28.809999,29.709999,28.809999,29.160000,29.160000,20596600
2019-03-28,29.230000,29.450001,28.860001,29.410000,29.410000,9747300
2019-03-29,29.770000,30.530001,29.690001,30.150000,30.150000,22128200
2019-04-01,30.930000,31.625000,30.780001,31.260000,31.260000,25515800
2019-04-02,31.139999,31.200001,30.100000,30.290001,30.290001,20620300
2019-04-03,30.709999,30.929001,30.230000,30.309999,30.309999,15451500
2019-04-04,29.730000,30.660000,29.680000,30.250000,30.250000,14536900
2019-04-05,30.500000,31.570000,30.370001,31.240000,31.240000,17824300
2019-04-08,30.920000,31.180000,30.670000,30.790001,30.790001,11378700
2019-04-09,30.750000,31.320000,30.389999,30.900000,30.900000,13887300
2019-04-10,30.629999,30.840000,29.809999,30.170000,30.170000,20472700
2019-04-11,29.809999,30.350000,29.549999,30.200001,30.200001,10818900
2019-04-12,30.629999,31.190001,30.320000,30.570000,30.570000,11289300
2019-04-15,30.400000,30.663000,29.120001,29.660000,29.660000,16600400
2019-04-16,30.080000,30.530001,29.400000,29.910000,29.910000,15046300
2019-04-17,29.969999,30.639999,29.209999,29.850000,29.850000,17614900
2019-04-18,29.840000,30.020000,29.480000,30.010000,30.010000,9563700
2019-04-22,29.660000,29.740000,29.080000,29.650000,29.650000,11174100
2019-04-23,29.500000,30.139999,29.350000,29.780001,29.780001,12297100
2019-04-24,29.700001,29.900000,29.340000,29.660000,29.660000,7644500
2019-04-25,29.420000,29.500000,28.420000,29.230000,29.230000,14814000
2019-04-26,29.030001,29.280001,28.254999,29.129999,29.129999,17751700
2019-04-29,29.240000,29.980000,29.139999,29.865000,29.865000,10643700
2019-04-30,30.530001,30.889999,30.010000,30.270000,30.270000,18458600
2019-05-01,30.340000,31.000000,30.180000,30.200001,30.200001,12204100
2019-05-02,30.129999,30.889999,29.875000,29.990000,29.990000,11682500
2019-05-03,30.260000,30.879999,30.049999,30.049999,30.049999,14887100
2019-05-06,28.240000,28.930000,27.000000,28.700001,28.700001,27358700
2019-05-07,28.295000,28.500000,26.780001,27.129999,27.129999,28758600
2019-05-08,26.950001,27.440001,26.700001,26.889999,26.889999,18499900
2019-05-09,26.389999,27.770000,25.809999,27.510000,27.510000,33001300
2019-05-10,30.190001,30.469999,27.910000,28.170000,28.170000,57736600
2019-05-13,26.930000,28.450001,26.820000,28.180000,28.180000,30821700
2019-05-14,28.629999,29.799999,28.260000,29.670000,29.670000,22847900
2019-05-15,29.620001,30.760000,29.450001,30.440001,30.440001,21663100
2019-05-16,30.250000,30.889999,29.875000,30.459999,30.459999,14903200
2019-05-17,29.580000,30.014999,29.150000,29.309999,29.309999,18158400
2019-05-20,28.750000,28.969999,28.080000,28.360001,28.360001,17371500
2019-05-21,28.670000,29.275000,28.490000,29.049999,29.049999,10069400
2019-05-22,28.760000,29.040001,28.190001,28.230000,28.230000,12794500
2019-05-23,27.500000,27.629999,26.240000,26.700001,26.700001,27158100
2019-05-24,27.080000,27.219999,26.170000,26.320000,26.320000,17438200
2019-05-28,26.450001,26.770000,26.219999,26.290001,26.290001,14073800
2019-05-29,25.969999,26.129999,25.480000,26.010000,26.010000,12530100
2019-05-30,26.030001,26.629999,26.030001,26.350000,26.350000,8466600
2019-05-31,25.809999,25.900000,25.525000,25.760000,25.760000,11156200
2019-06-03,25.809999,26.500000,25.500000,25.760000,25.760000,11859000
2019-06-04,26.180000,26.900000,26.084999,26.799999,26.799999,11199000
2019-06-05,26.950001,26.990000,25.670000,26.190001,26.190001,11011600
2019-06-06,26.180000,26.379999,25.809999,26.240000,26.240000,7660500
2019-06-07,26.360001,27.160000,26.350000,26.799999,26.799999,9518300
2019-06-10,27.440001,27.760000,27.135000,27.260000,27.260000,14453000
2019-06-11,27.870001,28.459999,27.610001,28.000000,28.000000,15134700
2019-06-12,27.469999,27.490000,27.010000,27.240000,27.240000,8865900
2019-06-13,27.330000,27.870001,27.260000,27.540001,27.540001,6933500
2019-06-14,27.110001,27.120001,26.639999,27.049999,27.049999,9140100
2019-06-17,27.100000,27.495001,26.820000,27.330000,27.330000,6570200
2019-06-18,27.600000,28.879999,27.469999,28.260000,28.260000,19526200
2019-06-19,28.260000,28.879999,27.889999,28.660000,28.660000,10938200
2019-06-20,29.250000,29.799999,28.820000,29.120001,29.120001,14674400
2019-06-21,28.969999,29.549999,28.850000,29.059999,29.059999,13397500
2019-06-24,29.190001,29.270000,28.889999,28.910000,28.910000,6070800
2019-06-25,28.690001,28.715000,28.070000,28.500000,28.500000,11002600
2019-06-26,28.910000,30.325001,28.844999,30.139999,30.139999,23418800
2019-06-27,30.250000,30.680000,30.170000,30.290001,30.290001,12985300
2019-06-28,30.290001,30.490000,30.030001,30.290001,30.290001,10410100
2019-07-01,31.360001,31.995001,30.895000,31.190001,31.190001,17367100
2019-07-02,31.059999,31.959999,31.040001,31.450001,31.450001,13148700
2019-07-03,31.400000,31.540001,30.820000,31.500000,31.500000,6008800
2019-07-05,30.969999,31.200001,30.719999,31.030001,31.030001,7070800
2019-07-08,30.400000,30.665001,30.230000,30.570000,30.570000,8808800
2019-07-09,30.379999,30.809999,30.290001,30.750000,30.750000,7317700
2019-07-10,30.990000,31.100000,30.165001,30.709999,30.709999,13297300
2019-07-11,30.790001,30.973000,30.320000,30.510000,30.510000,7386200
2019-07-12,30.690001,31.415001,30.600000,31.080000,31.080000,11766900
2019-07-15,31.360001,31.670000,31.000000,31.030001,31.030001,7110200
2019-07-16,31.000000,31.100000,30.520000,30.719999,30.719999,9375500
2019-07-17,30.840000,31.080000,30.600000,30.709999,30.709999,5349000
2019-07-18,30.500000,30.600000,30.164000,30.580000,30.580000,5784100
2019-07-19,30.809999,31.290001,30.809999,30.990000,30.990000,8153800
2019-07-22,30.910000,30.950001,30.480000,30.660000,30.660000,6676900
2019-07-23,30.900000,31.920000,30.840000,31.850000,31.850000,11159500
2019-07-24,31.740000,32.330002,31.600000,32.200001,32.200001,11972600
2019-07-25,32.040001,32.380001,31.680000,31.830000,31.830000,7397700
2019-07-26,31.930000,32.005001,31.520000,31.549999,31.549999,5592000
2019-07-29,31.450001,31.454000,30.780001,31.389999,31.389999,10329200
2019-07-30,30.850000,30.990000,30.375000,30.420000,30.420000,8441200
2019-07-31,30.490000,30.500000,29.350000,29.910000,29.910000,11912800
2019-08-01,29.910000,30.594999,27.639999,28.610001,28.610001,23027100
2019-08-02,28.180000,28.340000,27.650000,28.010000,28.010000,14058700
2019-08-05,26.650000,26.905001,25.770000,26.170000,26.170000,23682900
2019-08-06,26.910000,27.010000,26.285000,26.480000,26.480000,11748900
2019-08-07,26.120001,26.770000,25.840000,26.570000,26.570000,12524000
2019-08-08,27.040001,27.635000,26.840000,27.540001,27.540001,11652800
2019-08-09,27.309999,27.409000,26.825001,27.100000,27.100000,8960100
2019-08-12,26.799999,27.360001,26.530001,27.160000,27.160000,20672900
2019-08-13,28.639999,30.980000,28.150000,30.660000,30.660000,46127300
2019-08-14,29.700001,30.702000,29.549999,29.629999,29.629999,30022900
2019-08-15,30.160000,30.790001,30.080000,30.160000,30.160000,18020000
2019-08-16,30.500000,31.450001,30.080000,31.290001,31.290001,18852100
2019-08-19,31.920000,32.279999,31.410000,31.580000,31.580000,15392900
2019-08-20,31.490000,31.820000,31.370001,31.420000,31.420000,11921900
2019-08-21,31.670000,31.799999,30.705000,30.740000,30.740000,16911200
2019-08-22,30.570000,30.709999,29.209999,29.490000,29.490000,19832800
2019-08-23,28.900000,29.670000,28.549999,28.770000,28.770000,22029600
2019-08-26,29.180000,29.820000,29.080000,29.740000,29.740000,12498500
2019-08-27,30.000000,30.299999,29.733000,29.920000,29.920000,7958500
2019-08-28,29.700001,30.490000,29.629999,30.299999,30.299999,6625500
2019-08-29,30.690001,31.240000,30.635000,30.740000,30.740000,9602700
2019-08-30,30.910000,31.430000,30.360001,30.500000,30.500000,10090400
2019-09-03,30.100000,30.200001,29.400000,29.450001,29.450001,7633900
2019-09-04,30.270000,30.290001,29.840000,29.879999,29.879999,6567800
2019-09-05,30.320000,31.080000,30.250000,30.840000,30.840000,11757700
2019-09-06,30.889999,31.396999,30.760000,31.080000,31.080000,6435400
2019-09-09,31.120001,31.570000,30.889999,31.480000,31.480000,7537600
2019-09-10,31.200001,31.240000,30.129999,30.870001,30.870001,11056000
2019-09-11,31.200001,31.719999,30.639999,31.070000,31.070000,12261800
2019-09-12,31.540001,31.990000,31.200001,31.520000,31.520000,11849000
2019-09-13,31.660000,31.790001,31.129999,31.230000,31.230000,7025800
2019-09-16,30.740000,31.030001,30.735001,30.850000,30.850000,5453800
2019-09-17,30.740000,31.299999,30.520000,31.170000,31.170000,5930900
2019-09-18,31.100000,31.180000,30.660000,31.040001,31.040001,5066100
2019-09-19,31.000000,32.000000,30.910000,31.049999,31.049999,12645000
2019-09-20,31.450001,31.690001,30.500000,30.940001,30.940001,13990300
2019-09-23,31.360001,31.469999,30.285000,30.330000,30.330000,9589800
2019-09-24,30.480000,30.480000,29.290001,29.410000,29.410000,16286800
2019-09-25,29.150000,30.059999,29.000000,29.990000,29.990000,12936200
2019-09-26,29.980000,30.250000,29.105000,29.580000,29.580000,11001200
2019-09-27,29.709999,30.010000,27.469999,27.820000,27.820000,28116900
2019-09-30,28.469999,28.636999,27.950001,28.209999,28.209999,12958900
2019-10-01,28.219999,28.570000,27.969999,28.190001,28.190001,10584300
2019-10-02,28.000000,28.219999,27.530001,28.059999,28.059999,9215100
2019-10-03,28.110001,28.969999,27.820000,28.799999,28.799999,8604200
2019-10-04,28.879999,29.190001,28.650000,28.990000,28.990000,7369100
2019-10-07,28.840000,29.400000,28.600000,28.850000,28.850000,9052900
2019-10-08,28.190001,28.610001,27.719999,27.730000,27.730000,11603000
2019-10-09,28.280001,28.600000,27.959999,28.379999,28.379999,8313000
2019-10-10,28.320000,28.950001,28.200001,28.580000,28.580000,8143300
2019-10-11,29.450001,30.320000,29.450001,29.709999,29.709999,17372000
2019-10-14,29.500000,29.910000,29.500000,29.830000,29.830000,5981400
2019-10-15,29.990000,31.075001,29.959999,31.000000,31.000000,10273500
2019-10-16,30.830000,31.450001,30.830000,31.240000,31.240000,9756800
2019-10-17,31.290001,31.440001,30.611000,30.740000,30.740000,6506600
2019-10-18,30.770000,30.840000,29.740000,29.930000,29.930000,9014500
2019-10-21,30.309999,31.080000,30.260000,31.030001,31.030001,8876700
2019-10-22,31.000000,31.240000,30.120001,30.270000,30.270000,8883300
2019-10-23,30.309999,30.899000,30.250000,30.760000,30.760000,5633200
2019-10-24,31.000000,31.170000,30.590000,30.719999,30.719999,9459400
2019-10-25,30.580000,31.250000,30.250000,31.160000,31.160000,16642400
2019-10-28,31.450001,31.950001,31.120001,31.730000,31.730000,12037600
2019-10-29,31.410000,31.799999,31.129999,31.780001,31.780001,8676100
2019-10-30,31.600000,31.889999,31.400000,31.690001,31.690001,6421900
2019-10-31,31.799999,31.799999,30.900000,31.150000,31.150000,7731900
2019-11-01,31.639999,31.830000,31.170000,31.490000,31.490000,10472000
2019-11-04,32.040001,33.290001,32.020000,33.119999,33.119999,18576700
2019-11-05,33.259998,33.790001,32.740002,32.980000,32.980000,12870300
2019-11-06,33.139999,33.150002,32.610001,32.869999,32.869999,6789700
2019-11-07,33.639999,33.761002,33.060001,33.279999,33.279999,9687500
2019-11-08,33.230000,33.450001,32.959999,33.230000,33.230000,6366600
2019-11-11,32.770000,33.549999,32.419998,33.209999,33.209999,10763600
2019-11-12,33.480000,34.090000,33.250000,33.570000,33.570000,13923500
2019-11-13,33.400002,33.599998,33.000000,33.369999,33.369999,9055500
2019-11-14,33.360001,33.590000,32.869999,33.570000,33.570000,15277700
2019-11-15,35.049999,35.430000,32.930000,33.549999,33.549999,39396100
2019-11-18,33.950001,34.259998,32.730000,32.799999,32.799999,18089000
2019-11-19,33.090000,33.439999,32.160000,32.439999,32.439999,12442100
2019-11-20,31.990000,32.320000,31.424999,31.680000,31.680000,14064500
2019-11-21,31.639999,32.169998,31.510000,32.169998,32.169998,7905800
2019-11-22,32.230000,32.299999,31.780001,31.950001,31.950001,6055100
2019-11-25,32.709999,32.755001,32.259998,32.639999,32.639999,9617000
2019-11-26,32.580002,32.950001,32.299999,32.860001,32.860001,11898700
2019-11-27,32.930000,33.180000,32.610001,33.150002,33.150002,7136000
2019-11-29,32.720001,32.959999,32.500000,32.650002,32.650002,5964000
2019-12-02,32.689999,32.689999,31.719999,32.290001,32.290001,11134800
2019-12-03,31.540001,32.099998,30.840000,32.029999,32.029999,12029000
2019-12-04,32.169998,32.485001,31.530001,31.559999,31.559999,12520000
2019-12-05,31.799999,32.650002,31.709999,32.540001,32.540001,11692000
2019-12-06,32.970001,33.180000,32.779999,32.930000,32.930000,8517900
2019-12-09,33.000000,33.654999,32.950001,33.250000,33.250000,9341100
2019-12-10,33.270000,33.720001,33.165001,33.259998,33.259998,7732800
2019-12-11,33.310001,33.349998,32.730999,33.240002,33.240002,8134900
2019-12-12,33.189999,34.195000,33.080002,33.820000,33.820000,12597300
2019-12-13,34.000000,34.740002,33.930000,34.000000,34.000000,12288900
2019-12-16,34.459999,34.919998,34.410000,34.639999,34.639999,11770800
2019-12-17,34.759998,34.840000,34.509998,34.689999,34.689999,6384100
2019-12-18,34.700001,34.750000,34.330002,34.439999,34.439999,7197200
2019-12-19,34.450001,34.880001,34.384998,34.779999,34.779999,8116500
2019-12-20,34.939999,35.520000,34.869999,35.310001,35.310001,14968000
2019-12-23,36.020000,36.799999,35.959999,36.259998,36.259998,14699200
2019-12-24,36.560001,36.560001,36.060001,36.279999,36.279999,3206300
2019-12-26,36.169998,36.369999,36.000000,36.240002,36.240002,4385200
2019-12-27,36.360001,36.419998,35.830002,35.930000,35.930000,5158400
2019-12-30,36.000000,36.000000,35.345001,35.400002,35.400002,6830700
2019-12-31,35.299999,35.509998,35.200001,35.230000,35.230000,4815600
2020-01-02,35.959999,37.759998,35.900002,37.730000,37.730000,22688700
2020-01-03,36.779999,38.540001,36.680000,37.990002,37.990002,16929900
2020-01-06,37.459999,38.080002,37.380001,38.000000,38.000000,9740100
2020-01-07,38.080002,38.610001,37.639999,38.320000,38.320000,10131300
2020-01-08,38.020000,38.849998,37.980000,38.299999,38.299999,11434700
2020-01-09,38.840000,39.099998,38.700001,38.900002,38.900002,10783100
2020-01-10,39.389999,39.500000,38.730000,39.110001,39.110001,10330500
2020-01-13,39.680000,40.985001,39.630001,40.310001,40.310001,20839500
2020-01-14,40.029999,40.459999,39.590000,40.290001,40.290001,12398500
2020-01-15,40.020000,40.455002,39.549999,39.779999,39.779999,9567600
2020-01-16,40.180000,40.270000,39.404999,39.560001,39.560001,8572200
2020-01-17,39.830002,40.384998,39.709999,40.349998,40.349998,9941900
2020-01-21,39.275002,40.160000,39.049999,40.060001,40.060001,13169800
2020-01-22,40.529999,42.000000,40.500000,40.970001,40.970001,16055400
2020-01-23,39.990002,40.830002,39.939999,40.770000,40.770000,14605400
2020-01-24,40.759998,40.970001,39.189999,39.549999,39.549999,14322200
2020-01-27,36.990002,38.840000,36.349998,37.650002,37.650002,22995500
2020-01-28,38.380001,39.115002,37.683998,38.910000,38.910000,14197300
2020-01-29,39.189999,39.520000,38.790001,39.139999,39.139999,9726600
2020-01-30,38.200001,38.689999,37.540001,38.490002,38.490002,12593300
2020-01-31,38.049999,38.450001,37.570000,37.689999,37.689999,12075200
2020-02-03,38.000000,39.536999,38.000000,39.200001,39.200001,13568200
2020-02-04,40.310001,41.279999,40.064999,40.349998,40.349998,16286600
2020-02-05,40.860001,40.959999,39.450001,39.939999,39.939999,12503400
2020-02-06,40.410000,40.970001,40.060001,40.380001,40.380001,9087300
2020-02-07,39.820000,40.369999,39.779999,39.990002,39.990002,9500300
2020-02-10,40.049999,40.160000,39.560001,40.099998,40.099998,7225300
2020-02-11,40.549999,41.855999,40.500000,40.779999,40.779999,11347100
2020-02-12,41.570000,42.340000,41.230000,41.639999,41.639999,15260500
2020-02-13,41.150002,42.410000,41.060001,42.009998,42.009998,15308700
2020-02-14,42.130001,42.575001,41.590000,41.970001,41.970001,9165900
2020-02-18,42.419998,42.790001,41.660000,42.320000,42.320000,11851700
2020-02-19,42.830002,43.090000,42.529999,42.950001,42.950001,10717700
2020-02-20,42.990002,43.000000,41.330002,41.480000,41.480000,13569100
2020-02-21,41.470001,41.480000,40.160000,40.419998,40.419998,11045400
2020-02-24,38.500000,39.580002,38.380001,39.369999,39.369999,14263200
2020-02-25,40.000000,40.349998,38.400002,38.840000,38.840000,14776100
2020-02-26,39.389999,40.189999,39.250000,39.919998,39.919998,15399200
2020-02-27,39.230000,39.680000,38.020000,38.400002,38.400002,17145000
2020-02-28,37.009998,38.730000,36.814999,38.509998,38.509998,22978900
2020-03-02,41.380001,44.119999,40.250000,43.299999,43.299999,45794500
2020-03-03,43.560001,44.049999,40.110001,41.459999,41.459999,29036500
2020-03-04,42.490002,44.759998,42.410000,43.910000,43.910000,22143600
2020-03-05,42.549999,45.340000,42.549999,44.619999,44.619999,24148600
2020-03-06,43.000000,43.849998,41.200001,42.160000,42.160000,25393700
2020-03-09,40.099998,41.794998,39.200001,39.910000,39.910000,26241900
2020-03-10,41.389999,42.580002,40.605000,41.799999,41.799999,21203800
2020-03-11,40.410000,43.080002,40.410000,41.529999,41.529999,27069600
2020-03-12,38.849998,39.790001,37.369999,38.259998,38.259998,30770700
2020-03-13,41.009998,41.209999,37.439999,39.709999,39.709999,22982900
2020-03-16,36.099998,38.919998,32.700001,35.240002,35.240002,25203900
2020-03-17,37.660000,39.980000,36.259998,38.349998,38.349998,27822600
2020-03-18,36.000000,38.349998,35.549999,37.700001,37.700001,23689500
2020-03-19,37.509998,38.900002,36.560001,37.209999,37.209999,25834000
2020-03-20,38.349998,39.270000,37.570000,37.660000,37.660000,21050400
2020-03-23,38.180000,39.294998,36.220001,38.610001,38.610001,18926300
2020-03-24,39.910000,42.310001,39.910000,41.009998,41.009998,24405700
2020-03-25,41.349998,42.930000,40.520000,41.349998,41.349998,18686200
2020-03-26,41.709999,43.959999,40.330002,42.009998,42.009998,20472700
2020-03-27,40.619999,41.320000,39.919998,40.150002,40.150002,12299800
2020-03-30,40.869999,41.180000,39.509998,40.389999,40.389999,14771100
2020-03-31,40.520000,40.990002,39.970001,40.500000,40.500000,13864300
2020-04-01,39.910000,42.820000,39.910000,40.910000,40.910000,21650800
2020-04-02,40.549999,41.549999,39.509998,40.080002,40.080002,21452200
2020-04-03,40.080002,41.029999,39.255001,39.889999,39.889999,12172500
2020-04-06,40.919998,42.060001,40.200001,41.560001,41.560001,15125700
2020-04-07,42.700001,43.150002,41.720001,41.990002,41.990002,16888500
2020-04-08,41.930000,42.430000,40.759998,41.169998,41.169998,14262800
2020-04-09,41.970001,43.150002,41.505001,42.160000,42.160000,14805800
2020-04-13,42.000000,42.799999,41.705002,42.779999,42.779999,10195700
2020-04-14,43.750000,45.080002,43.669998,43.860001,43.860001,15310700
2020-04-15,43.880001,46.360001,43.470001,44.599998,44.599998,22859100
2020-04-16,45.700001,47.840000,45.169998,47.500000,47.500000,21101200
2020-04-17,47.730000,47.980000,45.310001,46.150002,46.150002,21995800
2020-04-20,45.840000,46.950001,45.000000,45.200001,45.200001,17578900
2020-04-21,44.380001,44.849998,42.049999,43.240002,43.240002,24335500
2020-04-22,44.189999,45.200001,43.959999,44.990002,44.990002,13764700
2020-04-23,45.000000,45.720001,44.639999,44.939999,44.939999,11766900
2020-04-24,45.487000,45.669998,44.224998,45.049999,45.049999,8884100
2020-04-27,45.880001,46.020000,44.865002,45.580002,45.580002,8222400
2020-04-28,46.040001,46.189999,43.160000,43.580002,43.580002,15863300
2020-04-29,44.020000,44.660000,43.360001,44.340000,44.340000,10799500
2020-04-30,44.070000,44.369999,42.340000,43.099998,43.099998,14571700
2020-05-01,41.980000,42.320000,40.584999,41.380001,41.380001,13145600
2020-05-04,41.480000,42.349998,41.279999,42.250000,42.250000,15567500
